Serial,Book Name,Author Name,Ratings
455,The Virgin Suicides,Jeffrey Eugenides, 3.83
456,High Fidelity,Nick Hornby, 3.92
457,"The Host (The Host, #1)",Stephenie Meyer, 3.85
458,Shantaram,Gregory David Roberts, 4.23
459,The Tales of Beedle the Bard,J.K. Rowling, 4.04
460,"The One (The Selection, #3)",Kiera Cass, 4.18
461,"Crown of Midnight (Throne of Glass, #2)",Sarah J. Maas, 4.36
462,The Reader,Bernhard Schlink, 3.77
463,"The Devil in the White City: Murder, Magic, and Madness at the Fair That Changed America",Erik Larson, 3.98
464,Nineteen Minutes,Jodi Picoult, 4.12
465,The Elephant Tree,R.D. Ronald, 4.17
466,Waiting for Godot,Samuel Beckett, 3.83
467,Northanger Abbey,Jane Austen, 3.84
468,"The Lost Symbol (Robert Langdon, #3)",Dan Brown, 3.73
469,Redeeming Love,Francine Rivers, 4.49
470,The Age of Innocence,Edith Wharton, 3.96
471,"Neuromancer (Sprawl, #1)",William Gibson, 3.90
472,"I Know Why the Caged Bird Sings (Maya Angelou's Autobiography, #1)",Maya Angelou, 4.26
473,Dubliners,James Joyce, 3.85
474,"Red Queen (Red Queen, #1)",Victoria Aveyard, 4.03
475,Coraline,Neil Gaiman, 4.07
476,"Betrayed (House of Night, #2)",P.C. Cast, 3.91
477,"Lover Awakened (Black Dagger Brotherhood, #3)",J.R. Ward, 4.43
478,Carrie,Stephen King, 3.97
479,"The Voyage of the Dawn Treader (Chronicles of Narnia, #3)",C.S. Lewis, 4.08
480,"A Dance with Dragons (A Song of Ice and Fire, #5)",George R.R. Martin, 4.32
481,Divine Secrets of the Ya-Ya Sisterhood,Rebecca Wells, 3.84
482,"I, Robot (Robot, #0.1)",Isaac Asimov, 4.21
483,The Waste Land,T.S. Eliot, 4.09
484,The Pearl,John Steinbeck, 3.50
485,"Untamed (House of Night, #4)",P.C. Cast, 3.93
486,To the Lighthouse,Virginia Woolf, 3.79
487,Everything Is Illuminated,Jonathan Safran Foer, 3.89
488,"Voyager (Outlander, #3)",Diana Gabaldon, 4.37
489,All the Bright Places,Jennifer Niven, 4.14
490,The Jungle,Upton Sinclair, 3.75
491,"The Twilight Collection (Twilight, #1-3)",Stephenie Meyer, 3.80
492,The Republic,Plato, 3.95
493,We Were Liars,E. Lockhart, 3.78
494,"I, Claudius (Claudius, #1)",Robert Graves, 4.20
495,Me Talk Pretty One Day,David Sedaris, 3.99
496,A Room with a View,E.M. Forster, 3.91
497,"The 5th Wave (The 5th Wave, #1)",Rick Yancey, 4.02
498,The Zombie Room,R.D. Ronald, 4.18
499,Pet Sematary,Stephen King, 4.02
500,Bleak House,Charles Dickens, 4.00
501,Snow Falling on Cedars,David Guterson, 3.85
502,"Chosen (House of Night, #3)",P.C. Cast, 3.91
503,Demian: Die Geschichte von Emil Sinclairs Jugend,Hermann Hesse, 4.13
504,"The Last Battle (Chronicles of Narnia, #7)",C.S. Lewis, 4.00
505,The Exorcist,William Peter Blatty, 4.19
506,The Arabian Nights,Anonymous, 4.02
507,"City of Glass (The Mortal Instruments, #3)",Cassandra Clare, 4.29
508,"Angels & Demons (Robert Langdon, #1)",Dan Brown, 3.92
509,"Bloodlines (Bloodlines, #1)",Richelle Mead, 4.18
510,"The Return of the King (The Lord of the Rings, #3)",J.R.R. Tolkien, 4.54
511,North and South,Elizabeth Gaskell, 4.13
512,Of Human Bondage,W. Somerset Maugham, 4.10
513,Vanity Fair,William Makepeace Thackeray, 3.79
514,"The Iron King (The Iron Fey, #1)",Julie Kagawa, 3.88
515,World War Z: An Oral History of the Zombie War,Max Brooks, 4.01
516,The War of the Worlds,H.G. Wells, 3.83
517,Brideshead Revisited,Evelyn Waugh, 4.00
518,The God Delusion,Richard Dawkins, 3.89
519,The Complete Poems of Emily Dickinson,Emily Dickinson, 4.23
520,Mistress Suffragette,Diana   Forbes, 4.31
521,"Wizard's First Rule (Sword of Truth, #1)",Terry Goodkind, 4.11
522,"Torment (Fallen, #2)",Lauren Kate, 3.85
523,Persuasion,Jane Austen, 4.14
524,"2001: A Space Odyssey (Space Odyssey, #1)",Arthur C. Clarke, 4.15
525,"The Witching Hour (Lives of the Mayfair Witches, #1)",Anne Rice, 4.10
526,The Woman in White,Wilkie Collins, 3.99
527,"Queen of Shadows (Throne of Glass, #4)",Sarah J. Maas, 4.53
528,Snow Crash,Neal Stephenson, 4.02
529,"Chocolat (Chocolat, #1)",Joanne Harris, 3.95
530,"Cry, the Beloved Country",Alan Paton, 3.89
531,Johnny Got His Gun,Dalton Trumbo, 4.18
532,"Unwind (Unwind, #1)",Neal Shusterman, 4.15
533,"Bared to You (Crossfire, #1)",Sylvia Day, 4.17
534,"Ignite Me (Shatter Me, #3)",Tahereh Mafi, 4.39
535,"A Discovery of Witches (All Souls, #1)",Deborah Harkness, 4.00
536,"A Great and Terrible Beauty (Gemma Doyle, #1)",Libba Bray, 3.78
537,"The Elite (The Selection, #2)",Kiera Cass, 3.98
538,Trainspotting (Mark Renton #2),Irvine Welsh, 4.06
539,"The Summoning (Darkest Powers, #1)",Kelley Armstrong, 4.00
540,"Halfway to the Grave (Night Huntress, #1)",Jeaniene Frost, 4.12
541,Swann's Way,Marcel Proust, 4.11
542,Cannery Row (Cannery Row #1),John Steinbeck, 4.05
543,"The Raven Boys (The Raven Cycle, #1)",Maggie Stiefvater, 4.04
544,"The Mortal Instruments Boxed Set: City of Bones; City of Ashes; City of Glass (The Mortal Instruments, #1-3)",Cassandra Clare, 4.56
545,"Perfect Chemistry (Perfect Chemistry, #1)",Simone Elkeles, 4.04
546,Much Ado About Nothing,William Shakespeare, 4.05
547,Three Cups of Tea: One Man's Mission to Promote Peace ... One School at a Time,Greg Mortenson, 3.65
548,Just Listen,Sarah Dessen, 4.04
549,The Goldfinch,Donna Tartt, 3.92
550,A Christmas Carol,Charles Dickens, 4.07
551,The Truth About Forever,Sarah Dessen, 4.11
552,Ishmael,Daniel Quinn, 3.98
553,The Polar Express,Chris Van Allsburg, 4.31
554,Sarah's Key,Tatiana de Rosnay, 4.16
555,Far From the Madding Crowd,Thomas Hardy, 3.94
556,Lady Chatterley's Lover,D.H. Lawrence, 3.50
557,"The Bad Beginning (A Series of Unfortunate Events, #1)",Lemony Snicket, 3.96
558,Are You My Mother?,P.D. Eastman, 4.19
559,Cutting for Stone,Abraham   Verghese, 4.29
560,"Hyperion (Hyperion Cantos, #1)",Dan Simmons, 4.23
561,Nine Stories,J.D. Salinger, 4.17
562,"Acheron (Dark-Hunter, #14)",Sherrilyn Kenyon, 4.54
563,"Angelfall (Penryn & the End of Days, #1)",Susan Ee, 4.10
564,"Little House on the Prairie (Little House, #3)",Laura Ingalls Wilder, 4.20
565,"The Unbecoming of Mara Dyer (Mara Dyer, #1)",Michelle Hodkin, 4.02
566,"Silence (Hush, Hush, #3)",Becca Fitzpatrick, 4.09
567,Into Thin Air: A Personal Account of the Mount Everest Disaster,Jon Krakauer, 4.20
568,"You Are Special (Wemmicksville, #1)",Max Lucado, 4.41
569,"The Hate U Give (The Hate U Give, #1)",Angie Thomas, 4.50
570,"I Am Number Four (Lorien Legacies, #1)",Pittacus Lore, 3.93
571,Twelfth Night,William Shakespeare, 3.97
572,"The Darkest Minds (The Darkest Minds, #1)",Alexandra Bracken, 4.15
573,"The Horse and His Boy (Chronicles of Narnia, #5)",C.S. Lewis, 3.91
574,"Dead to the World (Sookie Stackhouse, #4)",Charlaine Harris, 4.10
575,"The Two Towers (The Lord of the Rings, #2)",J.R.R. Tolkien, 4.45
576,"Sabriel (Abhorsen,  #1)",Garth Nix, 4.14
577,"The Bronze Horseman (The Bronze Horseman, #1)",Paullina Simons, 4.28
578,The Last Lecture,Randy Pausch, 4.24
579,"Little House in the Big Woods (Little House, #1)",Laura Ingalls Wilder, 4.18
580,"Slammed (Slammed, #1)",Colleen Hoover, 4.23
581,I Capture the Castle,Dodie Smith, 4.00
582,Invisible Monsters,Chuck Palahniuk, 3.98
583,"P.S. I Love You (P.S. I Love You, #1)",Cecelia Ahern, 4.02
584,A Monster Calls,Patrick Ness, 4.31
585,A Little Life,Hanya Yanagihara, 4.31
586,Being and Time,Martin Heidegger, 4.04
587,"Drums of Autumn (Outlander, #4)",Diana Gabaldon, 4.32
588,Anne of Avonlea (Anne of Green Gables #2),L.M. Montgomery, 4.19
589,No Country for Old Men,Cormac McCarthy, 4.10
590,"The Red Pyramid (The Kane Chronicles, #1)",Rick Riordan, 4.08
591,"Worm Holes (Quantum Roots, #2)",Kyle Keyes, 4.32
592,The Hours,Michael Cunningham, 3.94
593,Julius Caesar,William Shakespeare, 3.69
594,"The Goose Girl (The Books of Bayern, #1)",Shannon Hale, 4.09
595,"The Last Unicorn (The Last Unicorn, #1)",Peter S. Beagle, 4.14
596,"World Without End (Kingsbridge, #2)",Ken Follett, 4.26
597,Sense and Sensibility,Jane Austen, 4.08
598,"Speaker for the Dead (Ender's Saga, #2)",Orson Scott Card, 4.07
599,The Seven Husbands of Evelyn Hugo,Taylor Jenkins Reid, 4.47
600,The Glass Menagerie,Tennessee Williams, 3.71
601,The Merchant of Venice,William Shakespeare, 3.79
602,"Night  (The Night Trilogy, #1)",Elie Wiesel, 4.35
603,The Westing Game,Ellen Raskin, 4.00
604,"Hunted (House of Night, #5)",P.C. Cast, 3.91
605,We Need to Talk About Kevin,Lionel Shriver, 4.04
606,"The Bean Trees (Greer Family, #1)",Barbara Kingsolver, 3.98
607,"Wicked Lovely (Wicked Lovely, #1)",Melissa Marr, 3.69
608,Cyrano de Bergerac,Edmond Rostand, 4.05
609,All the King's Men,Robert Penn Warren, 4.06
610,Interpreter of Maladies,Jhumpa Lahiri, 4.16
611,"A Dog's Purpose (A Dog's Purpose, #1)",W. Bruce Cameron, 4.33
612,"Lover Eternal (Black Dagger Brotherhood, #2)",J.R. Ward, 4.33
613,Before I Fall,Lauren Oliver, 3.89
614,"Words of Radiance (The Stormlight Archive, #2)",Brandon Sanderson, 4.74
615,The Wasp Factory,Iain Banks, 3.80
616,Peace Like a River,Leif Enger, 3.97
617,The Nightingale,Kristin Hannah, 4.58
618,"The Queen of the Damned (The Vampire Chronicles, #3)",Anne Rice, 3.89
619,The Art of War,Sun Tzu, 3.97
620,"Scarlet (The Lunar Chronicles, #2)",Marissa Meyer, 4.25
621,One Day in the Life of Ivan Denisovich,Aleksandr Solzhenitsyn, 3.96
622,"Cress (The Lunar Chronicles, #3)",Marissa Meyer, 4.41
623,I'll Give You the Sun,Jandy Nelson, 4.14
624,"The Silver Chair (Chronicles of Narnia, #4)",C.S. Lewis, 3.95
625,"The Knife of Never Letting Go (Chaos Walking, #1)",Patrick Ness, 3.96
626,"Left Behind (Left Behind, #1)",Tim LaHaye, 3.84
627,Gravity's Rainbow,Thomas Pynchon, 3.95
628,It Ends with Us,Colleen Hoover, 4.44
629,"Poison Study (Study, #1)",Maria V. Snyder, 4.08
630,The Haunting of Hill House,Shirley Jackson, 3.83
631,Foucault's Pendulum,Umberto Eco, 3.89
632,"The Scorch Trials (The Maze Runner, #2)",James Dashner, 3.90
633,The Memory Keeper's Daughter,Kim Edwards, 3.68
634,"Inheritance (The Inheritance Cycle, #4)",Christopher Paolini, 4.09
635,Emma,Jane Austen, 4.03
636,"The Secret (The Secret, #1)",Rhonda Byrne, 3.71
637,"The Eyre Affair (Thursday Next, #1)",Jasper Fforde, 3.86
638,Mythology,Edith Hamilton, 4.02
639,If on a Winter's Night a Traveler,Italo Calvino, 4.04
640,"Where She Went (If I Stay, #2)",Gayle Forman, 4.00
641,1Q84 (1Q84 #1-3),Haruki Murakami, 3.92
642,"Oedipus Rex  (The Theban Plays, #1)",Sophocles, 3.71
643,"Inferno (Robert Langdon, #4)",Dan Brown, 3.86
644,Native Son,Richard Wright, 4.00
645,Seabiscuit: An American Legend,Laura Hillenbrand, 4.18
646,"Darkfever (Fever, #1)",Karen Marie Moning, 4.04
647,"The Talisman (The Talisman, #1)",Stephen King, 4.13
648,A Brief History of Time,Stephen Hawking, 4.19
649,"Prince Caspian (Chronicles of Narnia, #2)",C.S. Lewis, 3.97
650,"Shadowfever (Fever, #5)",Karen Marie Moning, 4.38
651,"Shadow and Bone (The Shadow and Bone Trilogy, #1)",Leigh Bardugo, 3.96
652,"Gone (Gone, #1)",Michael  Grant, 3.86
653,"A Wizard of Earthsea (Earthsea Cycle, #1)",Ursula K. Le Guin, 3.99
654,"The Bourne Identity (Jason Bourne, #1)",Robert Ludlum, 4.04
655,"The Left Hand of Darkness (Hainish Cycle, #4)",Ursula K. Le Guin, 4.08
656,The History of Love,Nicole Krauss, 3.91
657,"The Killer Angels (The Civil War Trilogy, #2)",Michael Shaara, 4.31
658,Macbeth,William Shakespeare, 3.90
659,Rosencrantz and Guildenstern Are Dead,Tom Stoppard, 4.03
660,The Night Before Christmas,Clement C. Moore, 4.37
661,Possession,A.S. Byatt, 3.87
662,A People's History of the United States,Howard Zinn, 4.06
663,"A Court of Wings and Ruin (A Court of Thorns and Roses, #3)",Sarah J. Maas, 4.41
664,House of Sand and Fog,Andre Dubus III, 3.85
665,The Yellow Wallpaper and Other Stories,Charlotte Perkins Gilman, 4.05
666,"One for the Money (Stephanie Plum, #1)",Janet Evanovich, 4.03
667,I Am Legend and Other Stories,Richard Matheson, 4.00
668,"Empire of Storms (Throne of Glass, #5)",Sarah J. Maas, 4.53
669,"Lover Unbound (Black Dagger Brotherhood, #5)",J.R. Ward, 4.31
670,"Pretties (Uglies, #2)",Scott Westerfeld, 3.84
671,"The Lies of Locke Lamora (Gentleman Bastard, #1)",Scott Lynch, 4.26
672,John Adams,David McCullough, 4.04
673,The Blind Assassin,Margaret Atwood, 3.95
674,Twenty Thousand Leagues Under the Sea,Jules Verne, 3.89
675,"Oryx and Crake (MaddAddam, #1)",Margaret Atwood, 4.00
676,"Alanna: The First Adventure (Song of the Lioness, #1)",Tamora Pierce, 4.23
677,Watchers,Dean Koontz, 4.17
678,"Assassin's Apprentice (Farseer Trilogy, #1)",Robin Hobb, 4.16
679,The Girl on the Train,Paula Hawkins, 3.94
680,Veronika Decides to Die,Paulo Coelho, 3.71
681,"The Fiery Cross (Outlander, #5)",Diana Gabaldon, 4.22
682,"Champion (Legend, #3)",Marie Lu, 4.32
683,"Night Watch (Discworld, #29; City Watch, #6)",Terry Pratchett, 4.45
684,The Magus,John Fowles, 4.05
685,"City of Ashes (The Mortal Instruments, #2)",Cassandra Clare, 4.13
686,"To All the Boys I've Loved Before (To All the Boys I've Loved Before, #1)",Jenny Han, 4.09
687,From the Mixed-Up Files of Mrs. Basil E. Frankweiler,E.L. Konigsburg, 4.14
688,"The Cruel Prince (The Folk of the Air, #1)",Holly Black, 4.09
689,Papillon,Henri Charrière, 4.19
690,"A Breath of Snow and Ashes (Outlander, #6)",Diana Gabaldon, 4.41
691,Cosmos,Carl Sagan, 4.37
692,"I'd Tell You I Love You, But Then I'd Have to Kill You (Gallagher Girls, #1)",Ally Carter, 3.82
693,"Carry On (Simon Snow, #1)",Rainbow Rowell, 4.19
694,The Big Sleep,Raymond Chandler, 3.95
695,A Heartbreaking Work of Staggering Genius,Dave Eggers, 3.68
696,"The Sisterhood of the Traveling Pants (Sisterhood, #1)",Ann Brashares, 3.81
697,"Tempted (House of Night, #6)",P.C. Cast, 3.94
698,Howl and Other Poems,Allen Ginsberg, 4.12
699,Jitterbug Perfume,Tom Robbins, 4.19
700,Grimm's Fairy Tales,Jacob Grimm, 4.13
701,The Magic Mountain,Thomas Mann, 4.09
702,"Red, White & Royal Blue",Casey McQuiston, 4.21
703,Prodigal Summer,Barbara Kingsolver, 4.00
704,Under the Dome,Stephen King, 3.90
705,Corelli's Mandolin,Louis de Bernières, 3.99
706,The Bluest Eye,Toni Morrison, 4.09
707,"Finding Hope in the Darkness of Grief: Spiritual Insights Expressed Through Art, Poetry and Prose",Diamante Lavendar, 4.32
708,The Trigger: Hunting the Assassin Who Brought the World to War,Tim Butcher, 3.66
709,"The Alienist (Dr. Laszlo Kreizler, #1)",Caleb Carr, 4.05
710,"Prodigy (Legend, #2)",Marie Lu, 4.24
711,Sapiens: A Brief History of Humankind,Yuval Noah Harari, 4.39
712,The Aeneid,Virgil, 3.85
713,"Simon vs. the Homo Sapiens Agenda (Simonverse, #1)",Becky Albertalli, 4.22
714,Bury My Heart at Wounded Knee: An Indian History of the American West,Dee Brown, 4.19
715,The Sirens of Titan,Kurt Vonnegut Jr., 4.13
716,Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,Steven D. Levitt, 3.99
717,Ugly Love,Colleen Hoover, 4.27
718,"Odd Thomas (Odd Thomas, #1)",Dean Koontz, 3.96
719,The Book of Mormon: Another Testament of Jesus Christ,Anonymous, 4.29
720,The Elegance of the Hedgehog,Muriel Barbery, 3.78
721,The Ocean at the End of the Lane,Neil Gaiman, 4.00
722,"Unravel Me (Shatter Me, #2)",Tahereh Mafi, 4.18
723,Angle of Repose,Wallace Stegner, 4.21
724,The No. 1 Ladies' Detective Agency (No. 1 Ladies' Detective Agency #1),Alexander McCall Smith, 3.80
725,The Power of Myth,Joseph Campbell, 4.23
726,Geek Love,Katherine Dunn, 3.95
727,"Love Story (Love Story, #1)",Erich Segal, 3.63
728,"Lover Revealed (Black Dagger Brotherhood, #4)",J.R. Ward, 4.28
729,"The Death Cure (The Maze Runner, #3)",James Dashner, 3.78
730,How to Win Friends and Influence People,Dale Carnegie, 4.21
731,The Holy Bible: King James Version,Anonymous, 4.41
732,Ivanhoe,Walter Scott, 3.75
733,It's Kind of a Funny Story,Ned Vizzini, 4.09
734,The Corrections,Jonathan Franzen, 3.80
735,Anthem,Ayn Rand, 3.63
736,"Ender's Shadow (The Shadow Series, #1)",Orson Scott Card, 4.29
737,Message in a Bottle,Nicholas Sparks, 3.97
738,"Glass Houses (The Morganville Vampires, #1)",Rachel Caine, 3.90
739,"Living Dead in Dallas (Sookie Stackhouse, #2)",Charlaine Harris, 3.95
740,"Confessions of a Shopaholic (Shopaholic, #1)",Sophie Kinsella, 3.67
741,"Call Me By Your Name (Call Me By Your Name, #1)",André Aciman, 4.15
742,Sharp Objects,Gillian Flynn, 3.99
743,The Shell Seekers,Rosamunde Pilcher, 4.17
744,One Day,David Nicholls, 3.80
745,Where the Crawdads Sing,Delia Owens, 4.46
746,"Death on the Nile (Hercule Poirot, #18)",Agatha Christie, 4.11
747,Digital Fortress,Dan Brown, 3.68
748,"Club Dead (Sookie Stackhouse, #3)",Charlaine Harris, 4.00
749,"Red Rising (Red Rising Saga, #1)",Pierce Brown, 4.23
750,The Witch of Blackbird Pond,Elizabeth George Speare, 3.98
751,"The Hero of Ages (Mistborn, #3)",Brandon Sanderson, 4.48
752,"A Canticle for Leibowitz (St. Leibowitz, #1)",Walter M. Miller Jr., 3.97
753,"The Edge of Never (The Edge of Never, #1)",J.A. Redmerski, 4.23
754,"Princess Academy (Princess Academy, #1)",Shannon Hale, 4.00
755,Walk Two Moons,Sharon Creech, 3.97
756,"Lover Avenged (Black Dagger Brotherhood, #7)",J.R. Ward, 4.35
757,Song of Solomon,Toni Morrison, 4.11
758,Battle Royale,Koushun Takami, 4.17
759,Ficciones,Jorge Luis Borges, 4.43
760,Jude the Obscure,Thomas Hardy, 3.81
761,Circe,Madeline Miller, 4.26
762,The Portrait of a Lady,Henry James, 3.77
763,"Rubinrot (Edelstein-Trilogie, #1)",Kerstin Gier, 4.09
764,Collected Fictions,Jorge Luis Borges, 4.58
765,The Jungle Books,Rudyard Kipling, 4.01
766,The Sorrows of Young Werther,Johann Wolfgang von Goethe, 3.68
767,The Story of My Life,Helen Keller, 4.06
768,Still Alice,Lisa Genova, 4.30
769,The Glass Castle,Jeannette Walls, 4.28
770,"One Fish, Two Fish, Red Fish, Blue Fish",Dr. Seuss, 4.14
771,The Omnivore's Dilemma: A Natural History of Four Meals,Michael Pollan, 4.16
772,"Something Wicked This Way Comes (Green Town, #2)",Ray Bradbury, 3.92
773,My Name Is Asher Lev,Chaim Potok, 4.22
774,The Moon Is a Harsh Mistress,Robert A. Heinlein, 4.15
775,Hard-Boiled Wonderland and the End of the World,Haruki Murakami, 4.14
776,Because of Winn-Dixie,Kate DiCamillo, 4.06
777,Shutter Island,Dennis Lehane, 4.07
778,"The Passage (The Passage, #1)",Justin Cronin, 4.02
779,Howards End,E.M. Forster, 3.95
780,"The Color of Magic (Discworld, #1; Rincewind, #1)",Terry Pratchett, 3.98
781,Chasing the Devil: The Search for Africa's Fighting Spirit,Tim Butcher, 4.12
782,Cryptonomicon,Neal Stephenson, 4.24
783,The Namesake,Jhumpa Lahiri, 3.99
784,The Invention of Hugo Cabret,Brian Selznick, 4.19
785,Around the World in Eighty Days,Jules Verne, 3.94
786,Brainwalker,Robyn Mundell, 4.35
787,Choke,Chuck Palahniuk, 3.70
788,Survivor,Chuck Palahniuk, 3.91
789,Mystic River,Dennis Lehane, 4.13
790,"Antigone (The Theban Plays, #3)",Sophocles, 3.67
791,Starship Troopers,Robert A. Heinlein, 4.00
792,An Abundance of Katherines,John Green, 3.55
793,The Poetry of Robert Frost,Robert Frost, 4.23
794,"Fire (Graceling Realm, #2)",Kristin Cashore, 4.08
795,"Linger (The Wolves of Mercy Falls, #2)",Maggie Stiefvater, 3.88
796,"The Blood of Olympus (The Heroes of Olympus, #5)",Rick Riordan, 4.40
797,"Small Gods (Discworld, #13)",Terry Pratchett, 4.30
798,The Sea of Tranquility,Katja Millay, 4.29
799,"The Murder of Roger Ackroyd (Hercule Poirot, #4)",Agatha Christie, 4.24
800,House of Leaves,Mark Z. Danielewski, 4.05
801,"Mary Poppins (Mary Poppins, #1)",P.L. Travers, 4.02
802,I Am the Messenger,Markus Zusak, 4.02
803,"Finale (Hush, Hush, #4)",Becca Fitzpatrick, 4.14
804,Nausea,Jean-Paul Sartre, 3.92
805,On Writing: A Memoir of the Craft,Stephen King, 4.31
806,"Dandelion Wine (Green Town, #1)",Ray Bradbury, 4.06
807,"Walking Disaster (Beautiful, #2)",Jamie McGuire, 4.18
808,"The Sparrow (The Sparrow, #1)",Mary Doria Russell, 4.10
809,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey, 4.14
810,Wild Swans: Three Daughters of China,Jung Chang, 4.23
811,"The Awakening (Darkest Powers, #2)",Kelley Armstrong, 4.12
812,"An Ember in the Ashes (An Ember in the Ashes, #1)",Sabaa Tahir, 4.26
813,Cold Sassy Tree,Olive Ann Burns, 4.02
814,Gift from the Sea,Anne Morrow Lindbergh, 4.14
815,Ethan Frome,Edith Wharton, 3.43
816,Revolutionary Road,Richard Yates, 3.90
817,Exodus,Leon Uris, 4.33
818,The Iliad,Homer, 3.88
819,Tender Is the Night,F. Scott Fitzgerald, 3.80
820,"Mort (Discworld, #4; Death, #1)",Terry Pratchett, 4.21
821,"The Restaurant at the End of the Universe (Hitchhiker's Guide to the Galaxy, #2)",Douglas Adams, 4.20
822,"The Reckoning (Darkest Powers, #3)",Kelley Armstrong, 4.15
823,Pale Fire,Vladimir Nabokov, 4.10
824,"Dead as a Doornail (Sookie Stackhouse, #5)",Charlaine Harris, 3.98
825,Requiem for a Dream,Hubert Selby Jr., 4.07
826,Holy Bible: New International Version,Anonymous, 4.57
